"Name","PSChildName"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowCookies","AllowCookies"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowDeveloperTools","AllowDeveloperTools"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowDoNotTrack","AllowDoNotTrack"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowExtensions","AllowExtensions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowFlash","AllowFlash"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowFlashClickToRun","AllowFlashClickToRun"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowFullScreenMode","AllowFullScreenMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowInPrivate","AllowInPrivate"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowMicrosoftCompatibilityList","AllowMicrosoftCompatibilityList"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowPasswordManager","AllowPasswordManager"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowPopups","AllowPopups"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowPrelaunch","AllowPrelaunch"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowPrinting","AllowPrinting"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowSavingHistory","AllowSavingHistory"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowSearchEngineCustomization","AllowSearchEngineCustomization"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowSearchSuggestionsinAddressBar","AllowSearchSuggestionsinAddressBar"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowSideloadingOfExtensions","AllowSideloadingOfExtensions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowSmartScreen","AllowSmartScreen"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowTabPreloading","AllowTabPreloading"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowWebContentOnNewTabPage","AllowWebContentOnNewTabPage"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AlwaysEnableBooksLibrary","AlwaysEnableBooksLibrary"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ClearBrowsingDataOnExit","ClearBrowsingDataOnExit"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureAdditionalSearchEngines","ConfigureAdditionalSearchEngines"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureFavoritesBar","ConfigureFavoritesBar"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureHomeButton","ConfigureHomeButton"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureKioskMode","ConfigureKioskMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureKioskResetAfterIdleTimeout","ConfigureKioskResetAfterIdleTimeout"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureOpenMicrosoftEdgeWith","ConfigureOpenMicrosoftEdgeWith"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ConfigureTelemetryForMicrosoft365Analytics","ConfigureTelemetryForMicrosoft365Analytics"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\DisableLockdownOfStartPages","DisableLockdownOfStartPages"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\EnableExtendedBooksTelemetry","EnableExtendedBooksTelemetry"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\EnterpriseModeSiteList","EnterpriseModeSiteList"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\EnterpriseSiteListServiceUrl","EnterpriseSiteListServiceUrl"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\FirstRunURL","FirstRunURL"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\HomePages","HomePages"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\LockdownFavorites","LockdownFavorites"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventAccessToAboutFlagsInMicrosoftEdge","PreventAccessToAboutFlagsInMicrosoftEdge"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventCertErrorOverrides","PreventCertErrorOverrides"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventFirstRunPage","PreventFirstRunPage"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventLiveTileDataCollection","PreventLiveTileDataCollection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventSmartScreenPromptOverride","PreventSmartScreenPromptOverride"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventSmartScreenPromptOverrideForFiles","PreventSmartScreenPromptOverrideForFiles"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventTurningOffRequiredExtensions","PreventTurningOffRequiredExtensions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\PreventUsingLocalHostIPAddressForWebRTC","PreventUsingLocalHostIPAddressForWebRTC"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ProvisionFavorites","ProvisionFavorites"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\SendIntranetTraffictoInternetExplorer","SendIntranetTraffictoInternetExplorer"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\SetDefaultSearchEngine","SetDefaultSearchEngine"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\SetHomeButtonURL","SetHomeButtonURL"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\SetNewTabPageURL","SetNewTabPageURL"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\ShowMessageWhenOpeningSitesInInternetExplorer","ShowMessageWhenOpeningSitesInInternetExplorer"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\SyncFavoritesBetweenIEAndMicrosoftEdge","SyncFavoritesBetweenIEAndMicrosoftEdge"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\UnlockHomeButton","UnlockHomeButton"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\UseSharedFolderForBooks","UseSharedFolderForBooks"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Camera\AllowCamera","AllowCamera"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cellular\LetAppsAccessCellularData","LetAppsAccessCellularData"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cellular\LetAppsAccessCellularData_ForceAllowTheseApps","LetAppsAccessCellularData_ForceAllowTheseApps"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cellular\LetAppsAccessCellularData_ForceDenyTheseApps","LetAppsAccessCellularData_ForceDenyTheseApps"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cellular\LetAppsAccessCellularData_UserInControlOfTheseApps","LetAppsAccessCellularData_UserInControlOfTheseApps"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cellular\ShowAppCellularAccessUI","ShowAppCellularAccessUI"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowBluetooth","AllowBluetooth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowCellularData","AllowCellularData"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowCellularDataRoaming","AllowCellularDataRoaming"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowConnectedDevices","AllowConnectedDevices"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowNFC","AllowNFC"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowPhonePCLinking","AllowPhonePCLinking"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowUSBConnection","AllowUSBConnection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowVPNOverCellular","AllowVPNOverCellular"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\AllowVPNRoamingOverCellular","AllowVPNRoamingOverCellular"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\DiablePrintingOverHTTP","DiablePrintingOverHTTP"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\DisableDownloadingOfPrintDriversOverHTTP","DisableDownloadingOfPrintDriversOverHTTP"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\DisableInternetDownloadForWebPublishingAndOnlineOrderingWizards","DisableInternetDownloadForWebPublishingAndOnlineOrderingWizards"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\DisallowNetworkConnectivityActiveTests","DisallowNetworkConnectivityActiveTests"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\HardenedUNCPaths","HardenedUNCPaths"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Connectivity\ProhibitInstallationAndConfigurationOfNetworkBridge","ProhibitInstallationAndConfigurationOfNetworkBridge"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ControlPolicyConflict\MDMWinsOverGP","MDMWinsOverGP"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\CredentialProviders\AllowPINLogon","AllowPINLogon"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\CredentialProviders\BlockPicturePassword","BlockPicturePassword"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\CredentialProviders\DisableAutomaticReDeploymentCredentials","DisableAutomaticReDeploymentCredentials"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\CredentialsDelegation\RemoteHostAllowsDelegationOfNonExportableCredentials","RemoteHostAllowsDelegationOfNonExportableCredentials"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\CredentialsUI\DisablePasswordReveal","DisablePasswordReveal"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\CredentialsUI\EnumerateAdministrators","EnumerateAdministrators"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cryptography\AllowFipsAlgorithmPolicy","AllowFipsAlgorithmPolicy"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Cryptography\TLSCipherSuites","TLSCipherSuites"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\AllowAzureRMSForEDP","AllowAzureRMSForEDP"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\AllowDirectMemoryAccess","AllowDirectMemoryAccess"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\AllowUserDecryption","AllowUserDecryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\DataRecoveryCertificate","DataRecoveryCertificate"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPEnforcementLevel","EDPEnforcementLevel"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EDPShowIcons","EDPShowIcons"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\EnterpriseProtectedDomainNames","EnterpriseProtectedDomainNames"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\LegacySelectiveWipeID","LegacySelectiveWipeID"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\RequireProtectionUnderLockConfig","RequireProtectionUnderLockConfig"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\RevokeOnMDMHandoff","RevokeOnMDMHandoff"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\RevokeOnUnenroll","RevokeOnUnenroll"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\RMSTemplateIDForEDP","RMSTemplateIDForEDP"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataProtection\SMBAutoEncryptedFileExtensions","SMBAutoEncryptedFileExtensions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataUsage\SetCost3G","SetCost3G"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DataUsage\SetCost4G","SetCost4G"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowArchiveScanning","AllowArchiveScanning"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowBehaviorMonitoring","AllowBehaviorMonitoring"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowCloudProtection","AllowCloudProtection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowEmailScanning","AllowEmailScanning"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowFullScanOnMappedNetworkDrives","AllowFullScanOnMappedNetworkDrives"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowFullScanRemovableDriveScanning","AllowFullScanRemovableDriveScanning"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowIntrusionPreventionSystem","AllowIntrusionPreventionSystem"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowIOAVProtection","AllowIOAVProtection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowOnAccessProtection","AllowOnAccessProtection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowRealtimeMonitoring","AllowRealtimeMonitoring"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowScanningNetworkFiles","AllowScanningNetworkFiles"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowScriptScanning","AllowScriptScanning"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AllowUserUIAccess","AllowUserUIAccess"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AttackSurfaceReductionOnlyExclusions","AttackSurfaceReductionOnlyExclusions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AttackSurfaceReductionRules","AttackSurfaceReductionRules"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\AvgCPULoadFactor","AvgCPULoadFactor"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\CheckForSignaturesBeforeRunningScan","CheckForSignaturesBeforeRunningScan"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\CloudBlockLevel","CloudBlockLevel"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\CloudExtendedTimeout","CloudExtendedTimeout"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ControlledFolderAccessAllowedApplications","ControlledFolderAccessAllowedApplications"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ControlledFolderAccessProtectedFolders","ControlledFolderAccessProtectedFolders"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\DaysToRetainCleanedMalware","DaysToRetainCleanedMalware"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\DisableCatchupFullScan","DisableCatchupFullScan"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\DisableCatchupQuickScan","DisableCatchupQuickScan"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\EnableControlledFolderAccess","EnableControlledFolderAccess"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\EnableLowCPUPriority","EnableLowCPUPriority"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\EnableNetworkProtection","EnableNetworkProtection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ExcludedExtensions","ExcludedExtensions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ExcludedPaths","ExcludedPaths"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ExcludedProcesses","ExcludedProcesses"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\PUAProtection","PUAProtection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\RealTimeScanDirection","RealTimeScanDirection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ScanParameter","ScanParameter"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ScheduleQuickScanTime","ScheduleQuickScanTime"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ScheduleScanDay","ScheduleScanDay"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ScheduleScanTime","ScheduleScanTime"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\SecurityIntelligenceLocation","SecurityIntelligenceLocation"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\SignatureUpdateFallbackOrder","SignatureUpdateFallbackOrder"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\SignatureUpdateFileSharesSources","SignatureUpdateFileSharesSources"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\SignatureUpdateInterval","SignatureUpdateInterval"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\SubmitSamplesConsent","SubmitSamplesConsent"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Defender\ThreatSeverityDefaultAction","ThreatSeverityDefaultAction"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOAbsoluteMaxCacheSize","DOAbsoluteMaxCacheSize"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOAllowVPNPeerCaching","DOAllowVPNPeerCaching"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOCacheHost","DOCacheHost"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DODelayBackgroundDownloadFromHttp","DODelayBackgroundDownloadFromHttp"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DODelayCacheServerFallbackBackground","DODelayCacheServerFallbackBackground"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DODelayCacheServerFallbackForeground","DODelayCacheServerFallbackForeground"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DODelayForegroundDownloadFromHttp","DODelayForegroundDownloadFromHttp"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DODownloadMode","DODownloadMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOGroupId","DOGroupId"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOGroupIdSource","DOGroupIdSource"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMaxCacheAge","DOMaxCacheAge"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMaxCacheSize","DOMaxCacheSize"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMaxDownloadBandwidth","DOMaxDownloadBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMaxUploadBandwidth","DOMaxUploadBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMinBackgroundQos","DOMinBackgroundQos"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMinBatteryPercentageAllowedToUpload","DOMinBatteryPercentageAllowedToUpload"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMinDiskSizeAllowedToPeer","DOMinDiskSizeAllowedToPeer"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMinFileSizeToCache","DOMinFileSizeToCache"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMinRAMAllowedToPeer","DOMinRAMAllowedToPeer"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOModifyCacheDrive","DOModifyCacheDrive"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOMonthlyUploadDataCap","DOMonthlyUploadDataCap"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOPercentageMaxBackgroundBandwidth","DOPercentageMaxBackgroundBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOPercentageMaxDownloadBandwidth","DOPercentageMaxDownloadBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOPercentageMaxForegroundBandwidth","DOPercentageMaxForegroundBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DORestrictPeerSelectionBy","DORestrictPeerSelectionBy"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOSetHoursToLimitBackgroundDownloadBandwidth","DOSetHoursToLimitBackgroundDownloadBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeliveryOptimization\DOSetHoursToLimitForegroundDownloadBandwidth","DOSetHoursToLimitForegroundDownloadBandwidth"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Desktop\PreventUserRedirectionOfProfileFolders","PreventUserRedirectionOfProfileFolders"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceGuard\ConfigureSystemGuardLaunch","ConfigureSystemGuardLaunch"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceGuard\EnableVirtualizationBasedSecurity","EnableVirtualizationBasedSecurity"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceGuard\LsaCfgFlags","LsaCfgFlags"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceGuard\RequirePlatformSecurityFeatures","RequirePlatformSecurityFeatures"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceHealthMonitoring\AllowDeviceHealthMonitoring","AllowDeviceHealthMonitoring"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceHealthMonitoring\ConfigDeviceHealthMonitoringScope","ConfigDeviceHealthMonitoringScope"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceHealthMonitoring\ConfigDeviceHealthMonitoringUploadDestination","ConfigDeviceHealthMonitoringUploadDestination"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\AllowInstallationOfMatchingDeviceIDs","AllowInstallationOfMatchingDeviceIDs"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\AllowInstallationOfMatchingDeviceInstanceIDs","AllowInstallationOfMatchingDeviceInstanceIDs"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\AllowInstallationOfMatchingDeviceSetupClasses","AllowInstallationOfMatchingDeviceSetupClasses"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\PreventDeviceMetadataFromNetwork","PreventDeviceMetadataFromNetwork"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\PreventInstallationOfDevicesNotDescribedByOtherPolicySettings","PreventInstallationOfDevicesNotDescribedByOtherPolicySettings"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\PreventInstallationOfMatchingDeviceIDs","PreventInstallationOfMatchingDeviceIDs"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\DeviceInstallation\PreventInstallationOfMatchingDeviceInstanceIDs","PreventInstallationOfMatchingDeviceInstanceIDs"
